Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
Vodafone,Indoor,4G,4,Satisfactory,23.81128,87.80361500000001,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,23.81128,87.80361500000001,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,23.81128,87.80361500000001,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,23.81128,87.80361500000001,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,23.81128,87.80361500000001,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,23.81128,87.80361500000001,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,23.81128,87.80361500000001,West Bengal
RJio,Indoor,4G,5,Satisfactory,17.3818862,78.47843890000001,Telangana
Airtel,Indoor,4G,1,Poor Voice Quality,12.89832437,77.61732578,Karnataka
RJio,Indoor,4G,2,Poor Voice Quality,15.18335833,74.012715,Goa
RJio,Indoor,4G,3,Satisfactory,15.18335833,74.012715,Goa
Idea,Travelling,4G,5,Satisfactory,17.384892100000002,78.47669899,Telangana
Airtel,Indoor,2G,4,Satisfactory,19.044597800000002,72.8407593,Maharashtra
Airtel,Indoor,2G,4,Satisfactory,19.0445961,72.840766,Maharashtra
RJio,Indoor,4G,5,Satisfactory,30.82706833,76.93161667,Himachal Pradesh
Airtel,Outdoor,3G,4,Satisfactory,12.93774579,77.62529501,Karnataka
RJio,Indoor,4G,3,Satisfactory,15.18335833,74.012715,Goa
Vodafone,Indoor,3G,4,Satisfactory,28.6346182,77.2269655,NCT
Vodafone,Indoor,3G,3,Satisfactory,28.634805,77.2269901,NCT
Airtel,Indoor,4G,5,Satisfactory,26.13470667,87.86339167,West Bengal
Vodafone,Outdoor,4G,4,Satisfactory,19.20697842,73.00221091,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,22.47768211,70.10443063,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.4711828,70.07771853,Gujarat
Airtel,Outdoor,2G,4,Satisfactory,17.523085899999998,78.51107167,Telangana
BSNL,Indoor,2G,1,Poor Voice Quality,19.19746094,72.79766011,Maharashtra
BSNL,Outdoor,2G,5,Satisfactory,23.34578685,71.76317331,Gujarat
BSNL,Indoor,2G,2,Poor Voice Quality,19.19746094,72.79766011,Maharashtra
BSNL,Indoor,2G,1,Poor Voice Quality,19.19746094,72.79766011,Maharashtra
Vodafone,Indoor,4G,5,Satisfactory,28.5357479,77.3442828,Uttar Pradesh
Vodafone,Indoor,4G,5,Satisfactory,19.20697842,73.00221091,Maharashtra
Vodafone,Indoor,4G,5,Satisfactory,28.5374554,77.34267309999998,Uttar Pradesh
BSNL,Indoor,3G,4,Satisfactory,23.27892718,71.91700357,Gujarat
Vodafone,Indoor,3G,4,Satisfactory,24.10994404,88.25649178,West Bengal
RJio,Indoor,4G,5,Satisfactory,30.36046177,76.85743589,Haryana
Vodafone,Indoor,3G,4,Satisfactory,19.26447935,73.08713344,Maharashtra
Idea,Outdoor,4G,5,Satisfactory,17.384892100000002,78.47669899,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,21.13876667,79.077775,Maharashtra
BSNL,Indoor,2G,2,Poor Voice Quality,22.456344199999997,88.3084204,West Bengal
BSNL,Indoor,3G,4,Satisfactory,22.456344199999997,88.3084204,West Bengal
Airtel,Indoor,4G,4,Satisfactory,12.92396952,80.10555049,Tamil Nadu
RJio,Indoor,4G,3,Satisfactory,22.4711828,70.07771853,Gujarat
RJio,Outdoor,4G,5,Satisfactory,17.2542214,82.53786590000001,Andhra Pradesh
Airtel,Indoor,4G,4,Satisfactory,12.92373419,80.10525709,Tamil Nadu
RJio,Travelling,4G,5,Satisfactory,26.85545936,89.3754417,West Bengal
RJio,Travelling,4G,5,Satisfactory,26.855313399999996,89.3756362,West Bengal
RJio,Indoor,4G,3,Satisfactory,22.24730456,84.81213574,Odisha
RJio,Outdoor,4G,4,Satisfactory,28.527253100000003,77.40116090000001,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,28.528868300000003,77.39993559999999,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,28.528902799999997,77.39997650000001,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.528803200000002,77.3999815,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.528868300000003,77.3999351,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.528902799999997,77.39997650000001,Uttar Pradesh
Airtel,Travelling,3G,4,Satisfactory,12.93774579,77.62529501,Karnataka
RJio,Outdoor,4G,4,Satisfactory,28.5288708,77.399922,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.528881800000004,77.3999421,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52903667,77.39976167,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52903667,77.39976167,Uttar Pradesh
Airtel,Indoor,3G,5,Satisfactory,30.64604333,76.68720333,Punjab
RJio,Indoor,4G,4,Satisfactory,28.52903667,77.39976167,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,17.2542214,82.53786590000001,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52903667,77.39976167,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,25.1512801,73.12511072,Rajasthan
RJio,Indoor,4G,4,Satisfactory,25.15129093,73.12509132,Rajasthan
RJio,Indoor,4G,4,Satisfactory,28.52903667,77.39976167,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52903667,77.39976167,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.52903667,77.39976167,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,18.73112072,73.66133224,Maharashtra
Airtel,Travelling,3G,2,Poor Voice Quality,21.37396876,72.95776036,Gujarat
Airtel,Travelling,3G,1,Call Dropped,21.37396876,72.95776036,Gujarat
RJio,Indoor,4G,4,Satisfactory,25.15127774,73.12505348,Rajasthan
RJio,Indoor,4G,1,Call Dropped,22.698408399999998,75.9235347,Madhya Pradesh
Vodafone,Indoor,3G,4,Satisfactory,24.10995536,88.25647275,West Bengal
RJio,Indoor,4G,5,Satisfactory,20.296313199999997,85.84255920000001,Odisha
RJio,Travelling,4G,5,Satisfactory,17.0577772,74.2694028,Maharashtra
RJio,Travelling,4G,5,Satisfactory,28.64811621,77.16426034,NCT
Airtel,Indoor,3G,4,Satisfactory,28.5083424,77.0832625,Haryana
Idea,Indoor,4G,4,Satisfactory,19.15245151,72.99293923,Maharashtra
Airtel,Indoor,3G,2,Poor Voice Quality,28.7157506,77.6787613,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,28.5083244,77.0832678,Haryana
RJio,Indoor,4G,4,Satisfactory,25.151311899999996,73.12508382,Rajasthan
RJio,Indoor,4G,5,Satisfactory,20.296313199999997,85.84255920000001,Odisha
RJio,Indoor,4G,4,Satisfactory,25.15130221,73.12507038,Rajasthan
RJio,Indoor,4G,4,Satisfactory,25.15129186,73.12508799,Rajasthan
RJio,Indoor,4G,5,Satisfactory,28.532642499999998,77.2172466,NCT
Idea,Indoor,2G,2,Poor Voice Quality,23.25750683,77.39759417,Madhya Pradesh
